Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Under 30,Gender,Senior Citizen,Married,Dependents,Number of Dependents
Yes,1,66,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,103.48,6822.15,0,1910,1904.76,No,Male,Yes,Yes,No,0
Yes,1,69,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,112.736,7318.2,0,293,3372.72,No,Male,Yes,Yes,No,0
Yes,2,15,Yes,Yes,Yes,Cable,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.372,1258.3,0,38,661.95,No,Female,Yes,Yes,No,0
No,0,56,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.94,5510.65,0,0,1936.48,No,Female,Yes,No,No,0
No,0,21,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,98.02,1973.75,0,197,444.15,No,Female,Yes,No,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.956,70.15,0,0,47.97,No,Female,Yes,No,No,0
Yes,3,32,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,110.604,3520.75,0,106,253.44,No,Male,Yes,Yes,No,0
Yes,1,40,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.332,3640.45,0,0,1980,No,Female,Yes,Yes,No,0
No,0,2,No,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,25.428,47.5,0,3,0,No,Male,Yes,No,No,0
No,0,7,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.192,546.95,0,0,276.57,No,Male,Yes,No,No,0
No,0,31,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.948,3186.65,0,12.75,1220.16,No,Female,Yes,No,No,0
No,0,14,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,109.044,1531.4,0,123,419.44,No,Female,Yes,No,No,0
No,0,15,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,77.168,1133.9,43.31,0,352.95,No,Male,Yes,No,No,0
No,0,59,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,97.604,5574.75,8.13,892,636.02,No,Male,Yes,Yes,No,0
Yes,3,46,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.728,4541.2,46.64,86.28,2259.06,No,Male,Yes,Yes,No,0
No,0,25,Yes,Yes,Yes,Cable,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.288,2187.55,23.33,0,909,No,Female,Yes,No,No,0
No,0,16,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,100.256,1581.2,47.2,237,513.76,No,Female,Yes,No,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.28,69.5,0,0,41.2,No,Male,Yes,No,No,0
Yes,1,36,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,88.66,3132.75,0,188,883.44,No,Male,Yes,Yes,No,0
No,0,45,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,65.208,2791.5,0,0,480.15,No,Male,Yes,No,No,0
No,0,25,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Credit Card,110.188,2655.25,0,637,1158.5,No,Male,Yes,No,No,0
No,0,39,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.476,3759.05,0,940,1635.27,No,Male,Yes,No,No,0
Yes,1,31,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.856,2911.3,0,0,1486.45,No,Female,Yes,Yes,No,0
No,0,3,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.092,231.8,0,72,90.75,No,Male,Yes,No,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.54,69.75,0,0,33.84,No,Male,Yes,No,No,0
No,0,33,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,114.868,3655.45,0,1024,568.92,No,Female,Yes,No,No,0
Yes,1,7,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.22,665.45,0,13,300.44,No,Male,Yes,Yes,No,0
No,0,19,Yes,Yes,Yes,Cable,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.044,1471.75,0,235,318.82,No,Male,Yes,No,No,0
Yes,2,8,Yes,No,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.668,583.45,0,0,215.92,No,Male,Yes,Yes,No,0
No,0,13,Yes,Yes,Yes,Cable,Yes,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,104.832,1308.1,0,406,93.86,No,Female,Yes,No,No,0
No,0,10,Yes,No,Yes,DSL,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.42,793.55,0,0,75.1,No,Male,Yes,No,No,0
No,0,5,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.08,477.7,0,3.34,228.6,No,Male,Yes,No,No,0
No,0,1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.492,86.05,0,0,38.78,No,Male,Yes,Yes,No,0
No,0,10,No,No,Yes,Cable,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,36.088,329.8,0,13,0,No,Female,Yes,No,No,0
Yes,1,53,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,62.452,3229.65,0,0,1148.51,No,Male,Yes,Yes,No,0
Yes,1,16,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,77.272,1178.25,0,106,417.92,No,Male,Yes,Yes,No,0
No,0,9,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.532,622.9,33.25,187,158.04,No,Female,Yes,No,No,0
Yes,1,32,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,109.096,3351.55,33.73,804,1392.32,No,Male,Yes,Yes,No,0
Yes,1,1,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.376,74.4,0,0,17.36,No,Male,Yes,Yes,No,0
No,0,8,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.488,560.85,0,123,119.12,No,Male,Yes,No,No,0
Yes,1,12,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,102.024,1060.2,49.06,318,367.56,No,Female,Yes,Yes,No,0
Yes,1,4,Yes,Yes,Yes,Cable,Yes,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,103.584,347.65,25.79,76,75.64,No,Female,Yes,Yes,No,0
Yes,1,70,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,107.068,7101.5,15.24,1562,1221.5,No,Male,Yes,Yes,No,0
No,0,1,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.84,71,0,0,28.64,No,Female,Yes,No,No,0
Yes,1,47,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,73.372,3309.25,26.99,960,1266.65,No,Female,Yes,Yes,No,0
Yes,1,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.02,69.25,0,0,37.3,No,Female,Yes,Yes,No,0
No,0,12,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,87.152,1029.75,44.58,82,343.56,No,Male,Yes,No,No,0
No,0,53,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,56.628,2854.55,20.16,799,0,No,Male,Yes,No,No,0
No,0,41,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,103.792,4259.3,8.88,681,924.96,No,Male,Yes,Yes,No,0
No,0,5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.06,331.9,12.48,0,11.35,No,Male,Yes,No,No,0
Yes,1,69,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.548,6143.15,6.79,0,1127.46,No,Male,Yes,Yes,No,0
No,0,14,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.948,1036.75,39.29,124,228.48,No,Male,Yes,No,No,0
No,0,32,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.376,2276.95,44.31,228,1063.04,No,Female,Yes,No,No,0
Yes,1,50,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.892,3444.85,0,896,230,No,Female,Yes,Yes,No,0
No,0,2,No,No,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,31.616,78.65,0,11,0,No,Female,Yes,No,No,0
No,0,23,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,110.656,2483.5,0,795,405.26,No,Male,Yes,No,No,0
No,0,2,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.972,187.45,0,52,10.98,No,Female,Yes,No,No,0
Yes,1,30,Yes,No,Yes,Cable,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,82.836,2365.15,0,95,186.9,No,Male,Yes,Yes,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,19.45,0,0,22.92,No,Female,Yes,No,No,0
No,0,32,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,89.388,2628.6,0,263,1566.4,No,Female,Yes,Yes,No,0
No,0,16,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.776,1023.9,0,0,589.28,No,Female,Yes,No,No,0
No,0,38,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.532,3734.25,0,0,1800.82,No,Female,Yes,No,No,0
No,0,2,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,98.904,180.25,0,0,25.92,No,Male,Yes,No,No,0
Yes,1,17,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,84.76,1329.2,0,239,161.5,No,Male,Yes,Yes,No,0
Yes,1,3,No,No,Yes,Cable,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,37.908,93.7,0,21,0,No,Male,Yes,Yes,No,0
No,0,1,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,26.052,25.05,0,0,0,No,Female,Yes,No,No,0
Yes,1,43,No,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,57.772,2342.2,0,0,0,No,Female,Yes,Yes,No,0
Yes,2,10,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.116,856.65,0,0,465,No,Male,Yes,Yes,No,0
No,0,37,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,111.02,4056.75,0,81,1548.45,No,Female,Yes,No,No,0
Yes,1,12,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,105.404,1218.55,0,49,582,No,Male,Yes,Yes,No,0
No,0,35,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.268,3474.05,0,1112,1228.5,No,Male,Yes,No,No,0
No,0,1,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.384,69.6,0,0,45.8,No,Female,Yes,No,No,0
No,0,1,Yes,No,Yes,Cable,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,81.588,78.45,0,0,18.37,No,Female,Yes,No,No,0
No,0,9,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,87.828,762.5,0,175,116.19,No,Female,Yes,No,No,0
No,0,38,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Credit Card,72.956,2497.35,0,824,218.5,No,Male,Yes,No,No,0
No,0,51,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.712,4913.3,0,0,993.99,No,Male,Yes,No,No,0
No,0,5,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,86.476,446.05,0,125,209.15,No,Female,Yes,No,No,0
No,0,2,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,78.468,158.4,0,44,46.92,No,Female,Yes,No,No,0
No,0,2,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,57.044,104.2,0,0,51.48,No,Female,Yes,No,No,0
Yes,1,1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.904,95.1,0,0,4.89,No,Male,Yes,Yes,No,0
Yes,1,53,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.976,5549.4,0,0,420.82,No,Male,Yes,Yes,No,0
Yes,1,51,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,97.552,4750.95,0,1568,1129.14,No,Male,Yes,Yes,No,0
No,0,72,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,108.316,7689.95,0,154,434.16,No,Male,Yes,Yes,No,0
No,0,5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.056,449.75,0,0,22.95,No,Male,Yes,No,No,0
No,0,1,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.364,75.35,0,0,28.49,No,Male,Yes,No,No,0
No,0,11,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,88.192,906.85,0,0,45.1,No,Female,Yes,No,No,0
Yes,1,50,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.852,4888.7,0,0,1578,No,Female,Yes,Yes,No,0
No,0,5,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,52.364,237.25,0,74,93.45,No,Male,Yes,No,No,0
No,0,5,Yes,Yes,Yes,Cable,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.392,502.6,0,6.53,181.8,No,Male,Yes,No,No,0
No,0,9,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,103.428,919.4,0,0,95.94,No,Male,Yes,No,No,0
No,0,2,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.008,115.95,0,36,19.1,No,Female,Yes,No,No,0
Yes,2,51,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.568,4146.05,0,0,2222.58,No,Male,Yes,Yes,No,0
No,0,26,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,109.98,2710.25,0,542,32.76,No,Male,Yes,Yes,No,0
Yes,1,18,No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,50.284,810.7,0,105,0,No,Female,Yes,Yes,No,0
Yes,1,1,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,51.532,49.55,0,0,24.24,No,Female,Yes,Yes,No,0
Yes,1,2,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,52.156,115.1,0,25,13.72,No,Female,Yes,Yes,No,0
Yes,1,29,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.736,2745.2,0,631,1026.02,No,Male,Yes,Yes,No,0
No,0,1,No,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,26.26,25.25,0,0,0,No,Female,Yes,No,No,0
Yes,1,46,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,105.04,4680.05,0,1123,246.56,No,Male,Yes,Yes,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.996,71.15,0,0,24.75,No,Female,Yes,No,No,0
No,0,20,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,82.316,1520.9,0,91,236.4,No,Female,Yes,No,No,0
Yes,1,46,Yes,No,Yes,DSL,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,83.616,3605.2,0,108,2236.52,No,Male,Yes,Yes,No,0
No,0,2,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,97.604,196.75,0,30,50.38,No,Male,Yes,No,No,0
No,0,1,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,58.032,55.8,0,0,26.22,No,Female,Yes,No,No,0
No,0,41,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,102.336,4187.75,0,963,1724.46,No,Male,Yes,No,No,0
Yes,1,66,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,82.576,5154.6,0,825,1981.98,No,Male,Yes,Yes,No,0
No,0,35,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,105.456,3496.3,0,979,1389.15,No,Male,Yes,No,No,0
No,0,10,Yes,Yes,Yes,Cable,No,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,93.392,914.3,0,238,168.8,No,Male,Yes,Yes,No,0
No,0,26,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,94.9,2351.8,0,706,901.94,No,Female,Yes,No,No,0
No,0,18,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.868,1505.85,0,346,42.48,No,Female,Yes,No,No,0
No,0,1,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.516,71.65,0,0,28.46,No,Male,Yes,No,No,0
No,0,1,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.168,74.2,0,0,48.95,No,Female,Yes,No,No,0
Yes,8,43,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.04,4388.4,0,0,1343.75,No,Male,Yes,Yes,No,0
Yes,3,25,Yes,Yes,Yes,Cable,Yes,No,No,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,92.612,2177.45,0,610,840.75,No,Male,Yes,Yes,No,0
Yes,1,36,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.36,3436.1,0,0,597.96,No,Male,Yes,Yes,No,0
Yes,1,1,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,73.684,70.85,0,0,49.6,No,Male,Yes,Yes,No,0
Yes,1,41,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,116.428,4534.9,0,0,1846.64,No,Male,Yes,Yes,No,0
No,0,1,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,71.864,69.1,0,0,16.19,No,Male,Yes,No,No,0
No,0,2,Yes,Yes,Yes,Cable,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.692,149.55,0,22,87.92,No,Female,Yes,No,No,0
No,0,49,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,100.048,4718.25,0,94,1585.64,No,Male,Yes,No,No,0
No,0,6,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,77.376,434.1,0,130,53.46,No,Female,Yes,No,No,0
Yes,1,7,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.932,646.85,0,0,150.01,No,Female,Yes,Yes,No,0
No,0,20,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,89.232,1727.5,0,276,585.8,No,Female,Yes,No,No,0
No,0,54,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,105.56,5373.1,0,484,1808.46,No,Female,Yes,Yes,No,0
No,0,2,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.384,131.65,0,3.03,30.64,No,Female,Yes,No,No,0
No,0,30,No,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,41.912,1172.95,0,0,0,No,Female,Yes,No,No,0
Yes,1,58,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,102.648,5812.6,0,349,184.44,No,Male,Yes,Yes,No,0
Yes,1,68,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.208,6851.65,0,1781,1450.44,No,Female,Yes,Yes,No,0
Yes,1,24,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,97.292,2264.05,0,294,321.12,No,Female,Yes,Yes,No,0
Yes,1,27,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.372,2510.2,0,201,1066.23,No,Male,Yes,Yes,No,0
No,0,2,No,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.324,41.85,0,5,0,No,Female,Yes,No,No,0
No,0,29,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,102.596,2862.75,0,515,608.42,No,Female,Yes,No,No,0
Yes,1,5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.096,343.95,0,52,33.3,No,Male,Yes,Yes,No,0
No,0,28,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,107.432,2890.65,0,318,787.92,No,Female,Yes,No,No,0
No,0,24,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,107.068,2496.7,0,724,77.52,No,Male,Yes,No,No,0
Yes,7,43,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,113.932,4830.25,0,67.62,376.25,No,Female,Yes,Yes,No,0
No,0,2,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,69.056,94.55,0,25,11.14,No,Male,Yes,No,No,0
Yes,6,66,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,104.052,6871.9,0,1031,3290.1,No,Male,Yes,Yes,No,0
Yes,1,66,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,110.188,6975.25,0,837,1831.5,No,Female,Yes,Yes,No,0
No,0,31,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.856,2217.15,0,44,478.33,No,Female,Yes,No,No,0
No,0,37,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.412,3580.3,0,0,122.1,No,Female,Yes,No,No,0
No,0,24,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.3,2440.15,0,805,695.52,No,Male,Yes,No,No,0
